LFQ intensity Mel11	LFQ intensity Mel13	LFQ intensity Mel3	LFQ intensity Nev8	LFQ intensity Nev11	LFQ intensity Mel12	LFQ intensity Nev12	LFQ intensity Mel10	LFQ intensity Mel8	LFQ intensity Nev14	LFQ intensity Nev5	LFQ intensity Nev7	LFQ intensity Mel4	LFQ intensity Nev2	LFQ intensity Mel9	LFQ intensity Nev10	LFQ intensity Nev4	LFQ intensity Mel14	LFQ intensity Mel1	LFQ intensity Nev9	LFQ intensity Mel2	LFQ intensity Nev13	LFQ intensity Mel5	LFQ intensity Mel6	LFQ intensity Nev1	LFQ intensity Nev3	LFQ intensity Mel7	LFQ intensity Nev6	Library indices	Majority library index	Only identified by site	Reverse	Potential contaminant	Taxonomy IDs	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	iBAQ peptides	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id
16.1022834777832	17.1320972442627	17.2610473632813	12.6244125366211	15.1631383895874	16.6792049407959	12.1408576965332	17.8030338287354	16.1513328552246	14.9884624481201	11.840651512146	13.0423746109009	17.1671237945557	16.3794631958008	16.5052528381348	13.6160507202148	16.2081966400146	16.7957611083984	16.1342258453369	13.1651134490967	13.4283208847046	12.126368522644	12.9868211746216	18.2046661376953	14.2997093200684	16.1969871520996	17.0660266876221	14.8520908355713	0	0				9606	4	4	4	9.9	9.9	9.9	30.868	0.00047059	8.8222	2448300	10	45	A0A8I5KUC4;A0A8I5KY62;A0A8I5QJM4;A0A8I5KYH1;A0A8I5QKX7;A0A087WU53;Q9H0U3;A0A8I5QJJ8;Q9H0U3-2	A0A8I5KUC4;A0A8I5KY62;A0A8I5QJM4;A0A8I5KYH1;A0A8I5QKX7;A0A087WU53;Q9H0U3	Magnesium transporter protein 1	MAGT1	45
16.1824531555176	13.3701801300049	13.6419620513916	13.4887199401855	13.7226877212524	12.9794311523438	17.0695972442627	16.0542011260986	19.2796192169189	17.7855796813965	19.2876453399658	17.07399559021	13.5239477157593	20.4932613372803	13.276385307312	19.761402130127	19.977710723877	17.0791091918945	15.3505935668945	19.6944694519043	15.902681350708	11.1897974014282	18.7945556640625	15.608341217041	13.4072074890137	18.5006313323975	19.4196929931641	18.1865978240967	0	0				9606	7	7	7	22.3	22.3	22.3	31.282	0	16.773	28942000	12	131	J3QTS8;A0A087WUI4;A0A087X1U0;Q15661;P20231;Q15661-2;A0A0C4DGM1;A0A0C4DFZ7;Q9BZJ3;Q9BZJ3-2;A6NIE9;P05981	J3QTS8;A0A087WUI4;A0A087X1U0;Q15661;P20231;Q15661-2;A0A0C4DGM1;A0A0C4DFZ7;Q9BZJ3	Tryptase alpha/beta-1;Tryptase beta-2;Tryptase delta	TPSAB1;TPSB2;TPSD1	48
18.2295227050781	19.3568992614746	19.1765766143799	18.8795413970947	18.9013328552246	18.8367042541504	18.1194877624512	19.3471965789795	17.9326076507568	18.1449966430664	16.0763988494873	18.9332695007324	19.4171600341797	19.4126815795898	18.7569789886475	18.9597129821777	19.4361381530762	18.9420623779297	18.4940433502197	18.328649520874	18.9461803436279	11.9829683303833	19.5774173736572	19.1579780578613	17.9106426239014	20.0909385681152	19.7155876159668	18.3058128356934	0	0				9606	8	6	6	20.9	18.2	18.2	40.04	0	10.58	29060000	21	117	A0A087WUK2;O14979;O14979-3;O14979-2	A0A087WUK2;O14979;O14979-3;O14979-2	Heterogeneous nuclear ribonucleoprotein D-like	HNRNPDL	49
13.2655773162842	17.7537517547607	17.9728107452393	17.3250942230225	17.3840579986572	18.3925514221191	16.4432678222656	18.3407802581787	16.6543846130371	17.0090847015381	14.4529485702515	17.5258884429932	17.6384220123291	18.2257633209229	17.3083915710449	17.5892276763916	17.7711410522461	17.5473613739014	15.5795812606812	17.1088104248047	17.2669143676758	12.4772510528564	17.9478073120117	17.7476692199707	12.0070371627808	18.8756771087646	18.0324115753174	16.5849189758301	0	0				9606	5	5	5	40	40	40	16.161	0	10.178	8181600	9	109	A0A087WUL2;P49720;A0A087WXQ8;A0A087WY10	A0A087WUL2;P49720;A0A087WXQ8;A0A087WY10	Proteasome subunit beta type-3	PSMB3	50
15.9298133850098	16.9528770446777	18.4952144622803	12.5014038085938	16.0876293182373	18.2250576019287	13.0804595947266	18.0051975250244	16.2641868591309	16.4593029022217	12.1325597763062	16.5094814300537	16.9097061157227	17.4441089630127	16.8135299682617	16.8192806243896	17.0976409912109	17.0075531005859	16.3121204376221	16.8135299682617	17.5445728302002	11.6980667114258	17.7160549163818	16.444221496582	15.5437269210815	17.3202533721924	17.3500938415527	16.5694255828857	0	0				9606	5	5	3	51.1	51.1	27.2	10.353	0	10.23	4719000	7	84	A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;Q9GZT3-2;Q9GZT3;H0YJW7;H0YJI1;H0YJU7	A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;Q9GZT3-2;Q9GZT3;H0YJW7	SRA stem-loop-interacting RNA-binding protein, mitochondrial	SLIRP	51
15.4455318450928	16.6431522369385	17.6234245300293	16.931568145752	15.8118009567261	16.535457611084	13.8034648895264	17.9811992645264	14.6648359298706	15.4198942184448	13.5622425079346	16.2730121612549	16.6648368835449	14.4533348083496	16.3154850006104	15.1795597076416	16.6500415802002	15.8807554244995	14.7423620223999	16.5469856262207	15.8693771362305	13.1283226013184	16.6815395355225	16.3408584594727	12.698169708252	18.3601608276367	17.0550498962402	15.5591077804565	0	0				9606	13	13	13	10.7	10.7	10.7	138.68	0	25.179	4855700	52	161	A0A087WUT6;O60841	A0A087WUT6;O60841	Eukaryotic translation initiation factor 5B	EIF5B	53
17.1962375640869	17.6881141662598	18.5208721160889	16.9061851501465	17.6054496765137	17.7598094940186	17.5699291229248	18.9066562652588	16.6069393157959	17.8535537719727	16.3938426971436	18.2108612060547	18.0101776123047	18.4546680450439	17.9550933837891	18.0156326293945	19.0803604125977	17.7319812774658	16.5078411102295	18.323600769043	17.7447147369385	14.7147283554077	18.3287353515625	18.0256690979004	16.2388153076172	18.6071128845215	18.1458930969238	17.0612869262695	0	0				9606	66	66	59	28.7	28.7	25.9	274.83	0	142.79	70758000	142	1075	A0A087WUZ3;Q01082;Q01082-3;Q01082-2;F8W6C1	A0A087WUZ3;Q01082;Q01082-3;Q01082-2	Spectrin beta chain, non-erythrocytic 1	SPTBN1	54
15.9897489547729	16.7786674499512	18.4450798034668	16.4240837097168	16.2475204467773	16.4493579864502	16.83984375	17.1236362457275	15.8011522293091	16.9853744506836	14.8562307357788	16.9855976104736	16.949348449707	17.6468124389648	16.7775115966797	17.0162868499756	17.5393562316895	17.3244800567627	15.2210960388184	16.6207065582275	16.5061206817627	12.5674333572388	16.4676208496094	16.9134502410889	15.9784870147705	18.1522941589355	17.4822731018066	16.758508682251	0	0				9606	8	8	2	15.1	15.1	3.3	46.235	0	18.163	6734700	20	129	P22694-2;P22694-4;A0A087WVC4;P22694-5;P22694-6;P22694-7;P22694-9;P22694;P22694-3;P22694-10;B1APG0;P22694-8;B1APG1;B1APG3;B1APF9;B1APF8;B1APG2;B1APF7	P22694-2;P22694-4;A0A087WVC4;P22694-5;P22694-6;P22694-7;P22694-9;P22694;P22694-3;P22694-10;B1APG0;P22694-8;B1APG1;B1APG3;B1APF9;B1APF8;B1APG2;B1APF7	cAMP-dependent protein kinase catalytic subunit beta	PRKACB	57
14.230996131897	16.5359897613525	16.2618007659912	15.4112129211426	16.2627563476563	16.0692195892334	15.7812061309814	15.1260595321655	13.615514755249	15.1237983703613	14.135308265686	14.9870862960815	16.0498065948486	14.8481826782227	15.5341510772705	16.1597728729248	16.6521453857422	14.2992792129517	13.5397644042969	16.9571933746338	17.2341632843018	12.4963302612305	15.8757009506226	15.6871299743652	15.0507841110229	18.2940101623535	17.7372074127197	16.0545196533203	0	0				9606	19	19	19	25.7	25.7	25.7	99.31	0	43.988	8774200	46	259	A0A087WVM4;B7ZM99;Q6UB35;H0Y327;Q6UB35-2;Q5JYA8;Q5JYA3;Q4VXM0;Q4VXM1	A0A087WVM4;B7ZM99;Q6UB35	Monofunctional C1-tetrahydrofolate synthase, mitochondrial	MTHFD1L	59
17.5166072845459	18.9379596710205	18.5060291290283	18.0549964904785	17.7041473388672	17.9896488189697	17.1614265441895	19.5444202423096	18.1283264160156	17.9097061157227	16.8865547180176	18.2091007232666	18.7125663757324	18.6573181152344	18.4925174713135	18.3891525268555	18.4443511962891	18.5560722351074	17.691593170166	17.9873752593994	18.0573253631592	14.1128463745117	18.9250335693359	18.5113658905029	16.7913150787354	18.8866729736328	18.6489887237549	17.3327178955078	0	0				9606	50	50	39	32.3	32.3	25.6	188.94	0	110.5	88151000	88	976	A0A8V8TQK1;A0A8V8TRF0;A0A8V8TR47;A0A087WVQ6;A0A8V8TQ14;K7EJJ5;Q00610-2;Q00610;A0A8V8TRE8;A0A8V8TQK3;A0A8V8TQ18;J3KRF5;J3KS13;A0A8V8TQK7;J3QL20	A0A8V8TQK1;A0A8V8TRF0;A0A8V8TR47;A0A087WVQ6;A0A8V8TQ14;K7EJJ5;Q00610-2;Q00610;A0A8V8TRE8;A0A8V8TQK3;A0A8V8TQ18	Clathrin heavy chain;Clathrin heavy chain 1	CLTC	61
20.357349395752	21.9978981018066	22.1707229614258	20.9271621704102	20.6183605194092	21.6323184967041	20.1151504516602	22.687780380249	20.9850978851318	20.6204204559326	18.4854602813721	21.2091369628906	21.7554397583008	20.701171875	21.7128868103027	20.8931922912598	20.9274501800537	21.0620384216309	21.1000175476074	20.6434154510498	21.9245548248291	19.0730266571045	21.9456024169922	21.8518619537354	20.0318737030029	22.2315158843994	21.4956531524658	20.286247253418	0	0				9606	17	17	17	44.9	44.9	44.9	49.824	0	35.796	279920000	21	491	A0A7I2V659;A0A087WVQ9;Q5VTE0;P68104;A0A7I2V3H3;A0A7I2V5N4;A0A087WV01;A0A2U3TZH3;Q05639;Q5JR01;A0A2R8Y488;A6PW80;A0A2R8Y660;A0A6Q8PFK6;A0A2R8YDN5	A0A7I2V659;A0A087WVQ9;Q5VTE0;P68104;A0A7I2V3H3;A0A7I2V5N4;A0A087WV01;A0A2U3TZH3;Q05639	Putative elongation factor 1-alpha-like 3;Elongation factor 1-alpha 1;Elongation factor 1-alpha;Elongation factor 1-alpha 2	EEF1A1;EEF1A1P5;EEF1A2	62
15.0074214935303	15.8121271133423	16.0923023223877	15.3487281799316	14.0377187728882	15.6207065582275	12.5875663757324	16.1471843719482	15.1859979629517	14.1856517791748	12.3634634017944	12.1133193969727	16.2117938995361	15.5106716156006	15.712607383728	15.5370664596558	16.3881855010986	15.6510238647461	14.9039764404297	15.1489925384521	15.5242357254028	13.158652305603	16.2207946777344	15.672342300415	12.6953659057617	16.5837593078613	16.1867141723633	14.1026315689087	0	0				9606	11	11	11	14.4	14.4	14.4	105.84	0	23.268	2534000	47	114	Q99460;Q99460-2;A0A087WW66;A0A7I2V2K8;A0A7I2V523;A0A7I2V5C8;A0A7I2V262;A0A7I2YQY1;A0A7P0MW50;A0A7I2V641;A0A7I2V479;A0A7I2V4X0;A0A7I2YQI9;A0A7I2V491;A0A7I2V4A5;C9J9M4;H7BZR6	Q99460;Q99460-2;A0A087WW66;A0A7I2V2K8;A0A7I2V523;A0A7I2V5C8;A0A7I2V262;A0A7I2YQY1;A0A7P0MW50;A0A7I2V641;A0A7I2V479;A0A7I2V4X0;A0A7I2YQI9;A0A7I2V491	26S proteasome non-ATPase regulatory subunit 1	PSMD1	70
16.3829441070557	15.7264308929443	14.7044982910156	13.0299215316772	16.008581161499	12.5424327850342	14.0765209197998	14.5033292770386	15.4539461135864	13.4685487747192	15.1680841445923	15.0281219482422	16.5537796020508	13.7605714797974	13.2808275222778	12.7643575668335	16.4512271881104	15.8184328079224	13.1752519607544	14.0879468917847	13.9290733337402	12.5441274642944	15.5608100891113	14.090856552124	13.019775390625	14.3931579589844	15.3395719528198	14.5052537918091	0	0				9606	6	6	6	6	6	6	105.17	0.00067682	5.8191	860130	50	79	A0A087WWB1;P07949-2;P07949;A0A804HL71;A0A5F9ZHR6	A0A087WWB1;P07949-2;P07949	Proto-oncogene tyrosine-protein kinase receptor Ret;Soluble RET kinase fragment;Extracellular cell-membrane anchored RET cadherin 120 kDa fragment	RET	75
16.0970859527588	17.3564701080322	17.4656295776367	15.8078584671021	16.0275821685791	16.9966716766357	15.3231601715088	17.6542453765869	12.5825157165527	15.7115592956543	13.0143117904663	15.5563859939575	16.7876224517822	16.8568382263184	16.8854827880859	16.4974002838135	16.5065250396729	13.6277866363525	15.3708238601685	13.7989873886108	16.1003131866455	12.8495140075684	17.7478656768799	17.5076560974121	12.5626049041748	18.0142707824707	16.6066074371338	15.212306022644	0	0				9606	4	4	4	19.1	19.1	19.1	21.231	0.00068776	6.0352	3286000	10	69	A0A087WWM0;O43617-2;O43617;A0A087WYS5;A6NKE1	A0A087WWM0;O43617-2;O43617;A0A087WYS5	Trafficking protein particle complex subunit 3	TRAPPC3	79
15.2002859115601	13.8995456695557	14.4840049743652	13.4852151870728	17.8613300323486	14.6069164276123	15.9512166976929	15.5889778137207	15.1785478591919	17.3468952178955	17.2615985870361	15.6812658309937	14.498724937439	17.5021476745605	13.1305379867554	17.9257278442383	18.2510471343994	13.1223268508911	12.248215675354	18.5372714996338	13.7125272750854	11.4934358596802	15.1909818649292	13.9569206237793	15.6405277252197	18.5232486724854	16.1407489776611	16.020263671875	0	0				9606	9	9	9	10.9	10.9	10.9	98.013	0	13.027	2789100	50	104	A0A494C001;A0A499FJY3;A0A087WWP4;Q96T37-4;Q96T37-2;Q96T37-3;Q96T37;Q8NDT2-2;Q8NDT2	A0A494C001;A0A499FJY3;A0A087WWP4;Q96T37-4;Q96T37-2;Q96T37-3;Q96T37	Putative RNA-binding protein 15	RBM15	80
15.1660842895508	16.9548091888428	17.5426845550537	15.0498056411743	15.7775630950928	17.2755794525146	12.71644115448	17.1697692871094	12.9753522872925	14.1507396697998	11.2198123931885	14.727707862854	16.8058700561523	17.6018295288086	16.2534790039063	14.4102430343628	13.3603076934814	15.9605903625488	14.8488674163818	15.8879823684692	16.7869834899902	12.1938438415527	17.2967014312744	14.0014934539795	14.1467275619507	17.4012470245361	17.364185333252	12.3269577026367	0	0				9606	5	5	5	27.6	27.6	27.6	23.79	0	11.12	2584900	12	65	V9GYP5;A0A087WWQ2;Q92979;A0A087WVM7	V9GYP5;A0A087WWQ2;Q92979	Ribosomal RNA small subunit methyltransferase NEP1	EMG1	81
12.2984046936035	14.6931600570679	15.5640001296997	14.9761161804199	12.2857809066772	14.5658760070801	15.355281829834	16.1824531555176	13.7799243927002	13.6219644546509	13.8678579330444	16.02028465271	15.2544384002686	14.4911012649536	14.8217735290527	13.036678314209	13.7265138626099	14.7663221359253	13.5927963256836	13.1377248764038	14.6346979141235	12.6580410003662	14.9382467269897	15.3063821792603	12.0722131729126	15.3589601516724	15.3436365127563	13.0571212768555	0	0				9606	7	7	7	8.6	8.6	8.6	107.37	0	14.612	1132000	50	72	B7Z879;A0A087WXL6;Q9H270;A0A087X2J4;A0A0G2JS92	B7Z879;A0A087WXL6;Q9H270	Vacuolar protein sorting-associated protein 11 homolog	VPS11	91
16.7673301696777	18.0624465942383	18.2920341491699	16.6171226501465	17.2342567443848	17.6345272064209	17.2023735046387	19.0285587310791	16.7673301696777	17.5562210083008	13.0909996032715	17.6703796386719	18.2362194061279	17.5971794128418	17.3115005493164	17.1430053710938	18.0537776947021	17.762731552124	17.185920715332	16.8418102264404	17.5359439849854	11.9014234542847	18.2564487457275	17.6916618347168	16.4845237731934	18.8029079437256	18.5230560302734	17.363245010376	0	0				9606	8	8	8	42.6	42.6	42.6	19.586	0	17.21	14379000	9	130	A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;P18621;P18621-3;J3KRB3;A0A087WWH0;J3QS96;J3QLC8;A0A0A0MRF8;P18621-2;A0A087WY81;J3KSJ0	A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;P18621;P18621-3;J3KRB3;A0A087WWH0;J3QS96;J3QLC8;A0A0A0MRF8;P18621-2;A0A087WY81	60S ribosomal protein L17	RPL17;RPL17-C18orf32	92
15.7318229675293	13.8031206130981	16.9601383209229	16.627420425415	12.9321517944336	15.4454355239868	16.1656532287598	17.2876224517822	16.2937412261963	13.1678342819214	11.0503568649292	14.9357633590698	16.3405284881592	18.1003131866455	16.3587036132813	13.1172819137573	14.2769708633423	16.9404277801514	15.4131650924683	16.1032676696777	13.294584274292	12.8197574615479	14.3596639633179	17.3271141052246	15.3528366088867	17.3291301727295	17.255895614624	15.6179838180542	0	0				9606	3	3	3	14.8	14.8	14.8	20.308	0.00066269	5.6304	3319000	12	60	A0A8I5QJU5;C9JJ47;A0A8I5KWD3;C9JTK4;H7C4C3;A0A087WY71;C9JGT8;C9JPV8;E9PFW3;Q96CW1-2;Q96CW1;A0A8I5KT55;C9JJD3	A0A8I5QJU5;C9JJ47;A0A8I5KWD3;C9JTK4;H7C4C3;A0A087WY71;C9JGT8;C9JPV8;E9PFW3;Q96CW1-2;Q96CW1;A0A8I5KT55;C9JJD3	AP-2 complex subunit mu	AP2M1	97
13.1768770217896	13.9510021209717	15.9396705627441	12.8361186981201	13.3276672363281	12.3950233459473	12.4004564285278	16.0294380187988	14.9239311218262	12.5670957565308	12.6901941299438	12.4086999893188	15.0098724365234	14.497353553772	14.587308883667	13.6813278198242	14.1757164001465	14.4250192642212	14.0425148010254	13.316577911377	14.840482711792	11.3679428100586	15.75	14.4270582199097	12.5343627929688	14.627347946167	15.7322473526001	12.8373680114746	0	0				9606	4	4	4	3.9	3.9	3.9	121.18	0.0003811	6.95	566210	65	48	A0A087WYJ2;A0A2R8Y705;M0R2B7;P28340;M0QXE6;M0QXQ2;A0A2R8Y7K6;M0QZR8;M0R3H8	A0A087WYJ2;A0A2R8Y705;M0R2B7;P28340;M0QXE6;M0QXQ2;A0A2R8Y7K6;M0QZR8	DNA polymerase;DNA polymerase delta catalytic subunit	POLD1	98
